,아이디,댓글 내용,댓글 시간
888,  @user-ye9wc4pm6y,우리나라에 이런 여자 별로 없다,3년 전
889,  @user-vq3wz2qm3n,감사합니다,3개월 전
890,  @user-su9lf9dc8h,적게일하고많이버세요제발,2년 전
891,  @rokhan428,"레카 차의 난폭운전이 꼴보기 싫고 겁나지만, 빨리 치워줘서 교통은 원할한건 인정해주자.",3년 전
892,  @user-tp6nf9lu4m,제가 대신 감사합니다,1년 전
893,  @bryankim2963,저런분들이 세월호선장이였어야했어.,3년 전
894,  @user-wr4mu7lr2f,3분아니고 30분...,2년 전
895,  @user-hz4wi4wr2i,0:08 저 남자들 진짜 개 한심하다 ㅉㅉ 말로만 ㅈㄴ 지시하고 지들이 움직일 생각을 안하네 여자분 혼자만 개고생하고 진짜 대한민국 남자들 문제 개많네,11개월 전
896,  @user-nw4nx8fs2t,여성분도 큰일하셧네 구경하는 아제들 참..모양새가 부끄럽다,3년 전
897,  @user-xu9yc6xi3m,여성분 존경합니다  누구처럼  시민들죽던지  살던지 지혼자 도망간 여성  보구 반성하시길,9개월 전
898,  @foreternity44,재가 교포라 잘 이해 안하고 있나요..? 그냥 그 여성분만 도와주고 있고 남자들은 밖에서 서 있고만 있나요..?  아님 그안에 남자 한명이라도 도와주로 드러 가 있나요..?,2년 전(수정됨)
899,  @user-oj6et4sz2d,렉카의 순기능,2년 전
900,  @dbs7430,와,1개월 전
901,  @user-cw5ox6px1i,와중에 이거 찍은 사람은 뭐냐 가서 돕기라도 하지,3년 전
902,  @user-fy9um5ff8i,사람이 쓰러지면 바이탈부터측정인데,2년 전
903,  @suzannayong9484,OMG. The end did the bus driver come out from the bus?????? N the lady safe?????????,2년 전
904,  @user-wx9lk8nb9w,소화기 하나도 없었나. 소화기 비치 의무인데,2년 전
905,  @user-kx9vj7lq1e,저런게 girls can do anything 이지 ㅋㅋㅋㅋㅋ,2년 전
906,  @user-sd5xi4nl9r,상황이 이러면 개나소나 도와야지 ㅋㅋㅋ 칭찬받을 일인가?,1년 전
907,  @user-zs1op6ow4v,차량용 소화기로 뿌려야지 왜 보고만 있어,2년 전
908,  @user-iu9qi3zw2z,간호사 잘 좀 해줘라,3년 전
909,  @user-ol2sg7ct2q,대한민국 아직살만하다,3년 전
910,  @user-eu6jc5qq3f,렉카 욕만햇는데 이런분도 있구나,3개월 전
911,  @user-bs9yj2mj3u,렉카가 뭐했냐고 묻는새기들은 ..뇌가 없나보네 간호사도 대단하지만 렉카없엇으면  끔찍한일이 벌어졌지  이럴때는 칭찬좀해라,2년 전
912,  @user-uj7ri9do4q,직장인 소방관들 다 꺼지고 그냥 어렸을때부터 문화인식부터 가르키자 요즘 양아치 였던 인간들 죄다 공무원 시험보고 공무원되는 인간들 수두락하니 이제 공무원도 계약지으로 바꿔야한다,3개월 전(수정됨)
913,  @user-ns4wb2zr8d,소화기도 없었나요.??? 소화기 준비를 안 한 차량들은. 뭐여????,1년 전
914,  @user-rh4ky4vb2q,인천 미추홀구 구의원 같은것들 보다 이런 분들이 진정한 국민들의 대표이고 영웅이다.다른 지역 구의 원도 참석했는데 머가 문제냐 왜 우리만 가지고 그러냐 그러든데 다른 지역은 비 피해를 받지않은 곳이겠지 저런 인간들 뽑아준 인천 분들 참불쌍하다,3개월 전
915,  @user-ds8fe3it2g,차에 소화기도 없는건가?,3개월 전
916,  @user-xg2qo4kj9i,렉카차 아니었으면 큰일날뻔  저거 인간의 근력으로 어찌 안될거같고 구급차 올때까지 3분은 넘었을것같고 렉카차 평소에 역주행 존나 욕하더니,3년 전
917,  @andreassan957,저 렉카 기사도 앞유리 뚫고 안에 들어가서 로프 핸들에 감앗을거 아니여,3년 전
918,  @user-ev1uy6kv3k,레커 기사님 소리치는데 진짜 얼마나 답답하셨으면 저렇게 소리지르셨을까ㅠㅜ,2년 전
919,  @user-lc1hc9xw7x,이거 찍는 사람은 기자출신이냐? 동영상만 냅다 찍네,3년 전
920,  @yummyuncle7568,촬영할 시간에 사람을 구해야지.장난하냐.ㅠ,2년 전
921,  @user-to1xd6ru2w,저상황에 영상촬영 굳,5개월 전
922,  @user-xr4qo5jn1x,간호사 렉카차분만 칭찬 마시구 저도칭찬해줘여 ^^,2년 전
923,  @user-ih5ni4ht1c,엄마 나 천사 뒷모습 봣어!,2년 전
924,  @forgiveus2956,렉카 양아치라 생각했는데 저런분들도 계시네,2년 전
925,  @user-nk6zy8cx1n,이야 남자도아니고 연약한 여성분이벼슬줘야하는거아니냐 생명을구했는데,2년 전
926,  @user-xh1lr3yo3y,"떤지거는 것 같지만, 사고나면 제일 먼저 시동을 꺼야함. 시동이 걸려있으면 자동차의 모든 시스템에 전류가 흐르고 어디서(특히 엔진룸에서) 합선이 되면 불이 날 수 있음. 왜 그런 쉬운 것들을 가르쳐주지 않을까?",3개월 전
927,  @user-eu7ck9lv5i,핸들에 렉카에 있는줄 묶어서 잡아땡겨서 껴져있던거 구했다고 하는데 유리창 구멍뚫어서 한거임??ㅋㅋ,3년 전
928,  @user-sr2nl4cn3f,역시 대댓글에는 빌런들이지...,2년 전
929,  @user-mg9lx6fw4c,"동영상들 보다보니 여러 사건에서 활약하시는 렉카차분들 많으신데 어느 영상이나 칭송받아 마땅한  영상에 렉카차 욕하는 또라이들이 많네빨리 달려오는 렉카차 없어봐라넌 고속도로에 꼼짝없이 갖혀서 오도가도 못하거나 길막혀 집가는데 기약없다여러 직업인들 대상으로 비하하고 조롱하고 갑질하고 열폭하는 것들은 니 자신 쓰레기 임을 깨닫게 될 소중한 시간이 있게될거다.이세상 가장 힘들고 어려운일, 궂은일 맡아주시는 분들께 존중과 감사의 마음을 가져라이땅의 모든 영웅들 감사합니다.",2년 전
930,  @jsk9220,잘했다.,3개월 전
931,  @user-wb5jf6mv9w,렉카기사분 곽도원같네,2년 전
932,  @user-ut3hw7dr1o,간호사랑 렉카기사랑 결혼했답니다주례는 버스기사하객은 버스승객,11개월 전
933,  @user-ju2ks9qd4n,저분들 누스떳다,2년 전
934,  @user-cj9xl8bj1f,저런마누라어디없나,1년 전
935,  @user-kk5cq4sc9w,김기사 그러게 술좀 줄이랬자나 술배 땜시 주글뻔했노,1년 전
936,  @user-wp9fu3dc5x,보고있나 오토케 진상들아,3년 전
937,  @user-jf1yh7vl9q,뭘당긴거예요?,1년 전
938,  @jiminpark1185,오?? 여기울산아님??,2년 전
939,  @user-xx2jk9tl1h,뉘집딸인지 잘키웠네,1년 전
940,  @user-cq5lg7ok7w,소화기 없나?,1년 전
941,  @user-ev9jo2kq2c,와.. 남자들 구경만 하네 여자분 들어가서 도와주는데,2년 전
942,  @user-ih5el6qp9r,경북고속ᆢ사건사고가많다,4개월 전
943,  @user-bo4kx7ri3w,여자가 유일하게 사람구했다는 뉴스본게 이거랑 살면서 딱 한개더봄. 근데 둘다 직업이 간호사였음. 일반인 여성이 구했다는 말은 한번도 들어본적이없음. 이번 홍수사태도 그렇고 이기적인 성별이 되버린거같음.,3개월 전
944,  @user-ue8ic1pc3g,상황에 따라 대처는 달라저야 하는데 지금은 견인차가 한부로 차랑을 당겨 벌리지 못합니다. 119도 자기네들이 위험하면 차량에있는 운전자 구출 않합니다.LPG차량화재시 불타는 차에서 운전자 꺼내서 병원 구급차에 보냈습니다. 보행자 사고발생해 119실려가면 그지역 병원응급실 같다 큰병원으로 옴기던 도중 사망합니다. 그정도로 시간이 중요합니다. 아직도 탁상공론 119가 경중에 따라 중요시 대처가능한 병원으로 바로가는게 정답. 지금은 환자가족들이 무서워 환자를 죽이는셈이송중 병원에 빠른데처를 위해 사황실에서 환자상태에따라 바로시술 할수있는 시스템 이 없습니다그래서 경미한 사고도 우리나라 는 위험합니다.다들 몸조심,3년 전
945,  @user-ko8gd2bt8p,렉카기사 없었음 사망사고였음,2년 전
946,  @freeboy696969,시러요는 뭐라는 사람들이지?,2년 전
947,  @user-lk9mn7cr3n,이영상만 10번째 본다.,2년 전
948,  @subing6831,ㅂㅓ스안에 소화기있지않나??,3년 전
949,  @user-wx3kr4vc3d,왜 사고가 났지 버스기사 과실인가 앞이 부서졌으면,2개월 전
950,  @user-jk5fe7ym4o,렉카없음 사람이 땡긴다!,3개월 전
951,  @jsh2122,차안에 소화기없나,2년 전
952,  @user-bn2hx2xu4n,구경하는인간들은 머냐?,2년 전
953,  @user-gz6dc3kq9w,버스안에 소화기 있습니다,2년 전
954,  @daesulee3179,의사넘은 도망갔을거다,10개월 전
955,  @user-ky5th6wv8t,구조를 강요하고 윽박지르지 맙시다 아저씨,2년 전(수정됨)
956,  @user-vh2wz1le5r,바이오닉 안가고 메카닉갔으면 어쩔뻔했노..,2년 전
957,  @chans5095,저런여성을 경찰소방관시키면 얼마든지! 보고좀 배워라 오또케오또케 그러지말고ㅡㅡ,2년 전
958,  @user-cf4ok2kq8k,응 180석이야 저런 사람들은 다 짜파게티 먹고 착해져^^,2년 전
959,  @user-pu6hc7mo3k,정치인들같으면 도망갔을거다,2개월 전
960,  @user-ws6rj2zv8l,사람 있다고만 말하고 들어가지는 않네 ㅋㅋ,2년 전
961,  @HSMKOREAJG,0:18 사람???,2년 전
962,  @user-mw2tg9il6o,그사람 금지임 ㅋㅋ,3년 전
963,  @user-zj6xl5yn9u,햬설자들이,2주 전
964,  @cleanland4061,여경이였으면 차터질까봐 몇미터 뒤에서 지켜봤겠네 ㅋㅋ,3개월 전
965,  @user-lx7ml5so7q,렉카는 돈을위해서라면,1년 전
966,  @user-gf7ms8zv8x,아직은 살만 하구나...,3년 전
967,  @user-or6wv7ol5n,김사부2에서 본 장면 같은데...,2년 전(수정됨)
968,  @user-nu1jp1ns1d,화면상엔 여성분이 대단하네참 저런분들이 요즘세상에 있으니깐  아직 살만한 세상이야높은놈들은 지 뱃돼지 불러 자기 호위호식하는데 바쁘고 요즘 유튜브에 조폭비슷한 나부랭이 들이 설치고 다녀도 수수방관하고 참 저런분들 아니면 나라꼴이 거지꼴이될꺼다 ㅠ,3개월 전(수정됨)
969,  @user-dh9pp2lx3j,저여성분 상줘야하고 신상공개해야합니다. 칭찬하게요 ㅋㅋ,2년 전
970,  @user-rd9ni6zo3e,이제 여자들 무시하지 마라,3년 전
971,  @user-qp3ff7ev5w,이쁜 아가씨 ㅡ 대한민국에서 열번째로 잘생긴놈 그리고 1.000번째 부자인 총각과 결혼하실 겁니다,1년 전
972,  @user-kl5un2wo7u,조세~,2년 전
973,  @user-lq6dc9xj5s,멍청이들아 불은 왜 미리끄지않았지?,2년 전
974,  @user-ii4nq9fh5k,あpできるけどよね！,3년 전
975,  @user-hg7zn9pf4b,버스 의자 커텐도 불 잘 안타는 불연재로 교체해야함 얼마나 불쏘시개 같았으면 버스가 금방 타버리노 대구 중앙로역 지하철 참사를 잊지말자,2년 전
976,  @user-ho2ee6br2p,여자가들어가서잡아당기고하는데버스앞에남자들은.구경안하고있네쪽팔리지도않냐.,2년 전
977,  @43100s,근데...시러요는  머냐??,1년 전
978,  @user-gk6qe6gm5m,견찰들보다낫네,3년 전
979,  @user-vi9pr3lu9t,예쁘다예뻐,3년 전
980,  @user-nz1bx6dp6n,00:03 간호사분 뛰어들어가는데 원더우먼인줄.... 너무멋있어,2년 전
981,  @user-ps5cg5bj5x,야자식들아  오좀싸  꺼야지,1년 전
982,  @user-lm3qy7ny5o,렉카는 버스가 불타없어지기전에 한탕 한거 아니냐? 렉카 좋게 보는사람도있네,2년 전
983,  @user-vw3ri8ro1o,이게 왜 지금 뜨는겨ㅋㅋㅋ,3년 전
984,  @user-fb3fp6by7z,간호사 얘기가 더 많네,3년 전
985,  @user-cm3kc6oe1s,나보고 구하라고 알고리즘아?,2년 전
986,  @user-ud9dk3ev2i,간호사분과 렉카 기사님 영웅이십니다!!대통령 표창 받을 준비 하세요!!^^bbb,8개월 전
987,  @user-jm6qg7zv4g,버스밖에 남자들은 왜도와주지않나?,2년 전
988,  @user-hc1xx4rr9b,여자는구해주지마 성희롱신고당할라,3년 전
989,  @user-ws6pg1rh7o,찍는사람은 뭐지??,3년 전
990,  @mariakimyun6609,남자들 밖에서 구경 만하네,10개월 전
991,  @xoqja0258,"그와중에 렉카.ㅋㅋㅋ 걸지도, 끌지도 못함 ㅋㅋㅋ",3년 전
992,  @user-zk8xq8zq5p,다른 모든 남자들은 호구처럼 멍청히 보고 있는건가요남자로서 쪽팔리네,1년 전
993,  @user-ib1nl6xc4f,골든타임,1년 전
994,  @user-nd9xl4sm6l,hero,1년 전
995,  @gayafarm,시그널 보내 시그널 보내 찌릿찌릿찌릿찌릿,2년 전
996,  @user-zn1xy7zn2e,사람죽어가고있는대 댓글에서'ㅋㅋ'하나라도나오면싸이코아님?,2년 전
997,  @user-pp6gs3od3m,여자 간호사혼자낑낑거리는데 남자 성인들은 시켜야만 움직이네.,2년 전
998,  @hahahoho4,보고만 있는 모지리 남자3명,1년 전
999,  @user-gl6we4rg1x,머시쓰!,3년 전
1000,  @halalkorea2012,저렇게 멋잇는 여자 뒷모습은 처음본다,2년 전
1001,  @user-lu5iv8tj2q,전기차를 타야하는 이유 ㆍㆍ기름 탄다 ㆍㆍ,2년 전
1002,  @user-mh2gf9iq6c,버스 비상구,1년 전
1003,  @andrewyi3202,소화기는 ?,4개월 전
1004,  @user-hh8uo1kx2n,버스덕후있으면 저버스 차종이뭐임?,2년 전
1005,  @royalhwang8320,자한당 국회의원 자리 빼고 한 자리씩 주고 싶네,3년 전
1006,  @user-rx5by5gv9x,레카 신의한수,3년 전
1007,  @gd6257,나였어도 함,2년 전
1008,  @user-tl1cj6zq7n,갓 호 사,2년 전
1009,  @gjkim306,여자가 뛰어들어가 혼자 고생하고있는데 근처있는 사람들은 뭐하고 있는거야? 한사람 이라도 도왔으면 여자분이 수월했을텐데~답답하구만!,2년 전
1010,  @user-ty4px1bq1k,그와중에 영상찍은 ㅅㄲ는 뭘까?,2년 전
1011,  @user-dg5cv2zz5b,저여자분시집갓나요?,2년 전
1012,  @user-dj3hn5ju8w,하...썸네일보고 노무현대통령님이 생각나는건뭐지...,3년 전
1013,  @user-mo3sx3fb6q,썸넬이상의 내용은 안나옴,2년 전
1014,  @user-yp8ey4bf6q,ㅎㅎ,3년 전
1015,  @fts2280,결과가 좋아서 그렇지 여차하면 같이 타죽을 수 있었음. 저 두분의 용기와 정의로움은 별개로 하고 절대 따라하거나 추천할만한 행동은 아닌 듯 함.,2년 전
1016,  @user-he9qg5mh4j,소화기는 뭐하러 싫고다니는가멍청하구나!,2년 전
1017,  @user-fo2kr9cs9f,아재들 멀뚱멀뚱 구경하는거 뭐노,1개월 전
1018,  @user-vd5jg9mu1v,그와중에 알고리즘ㅅㅂ,2년 전
1019,  @user-cy8ol1ce5s,???:오또케 오또케,3년 전
1020,  @user-hz8rl9tq4h,난 저기 여자분이 대단한것 보다 그와중에 간호사가 있었다는게 더 신기한데?,3년 전
1021,  @user-th4sn6vn5m,다 필요없고 기사님들 고생하시는거 알겠는데 제발 좀 정류장좀 지나치지마세요...문계속 두드려도 지나가려니 발로 차니까 열어주는건 몬데?  그래놓고 왜 차냐고 하면 어케요? 승객들이 많아서 그런가 봤는데 그것도 아니더만...다음버스 까지 15분정도 기다려야하는데 추워죽겠구만..,9개월 전(수정됨)
1022,  @user-gu8ex6wb9h,어이~누가좀 들어가서 도와줘?지가들어가지 옆에서 처서있네여성분이  영웅이다,2년 전(수정됨)
1023,  @CookieKree,대우버스 FX120,2년 전
1024,  @skyseo3704,내가 아는 도로의 양아치 사설 렉카가 맞냐? 사고나면 경찰 무전 도청해서 날아와서 차 견인히고 돈 뜯는 도로위 양아치들?,1년 전(수정됨)
1025,  @user-rk3bd8ms3h,she is korean,2년 전
1026,  @user-dw9lk1fn3c,걸크러쉬,11개월 전
1027,  @dronemovie8971,feat.보이스 2,2년 전
1028,  @eunnaland,나중에 지옥에서보자,1개월 전
1029,  @user-bf2ce9im3f,렉카는 칭찬하기싫다 ㅋㅋ,3개월 전
1030,  @user-nv1xo6qn3b,보이냐 페미들아? 우린 대단한 사람이면 남성이고 여성이고없이 존중해줘ㅋㅋ해줘 해줘거리면서 뭘 인정받길 원해,1년 전
1031,  @user-jn8tt3fn2j,남자들은 다구경만 하고있내,2년 전
1032,  @user-pt8wd9jt6f,저상황 여경들 대처법오또캐  오또캐,2년 전
1033,  @user-hx1qj7kv8n,간호사분은 불타고 있는 버스에서 도와주고 계신데 저기 지켜보고 있는 사람들은 뭐고 ㅠ,3년 전
1034,  @user-ip4zg5gj7g,저거 찍은사람은 안도와주고 영상찍구 자빠져있누. 머하구있누 블박영상인가?,2년 전
1035,  @user-ob5gn2ql6v,맛있게 생겼다,3년 전
1036,  @user-nu8gh6oi8b,렉카기사분은 본인이 들어가면될거같은데 화를내시네 ;; 굳이 렉카앞에 서있어야할이유가있나요,3년 전
1037,  @user-on1hh9pk3x,아가들아 형이 직접 사과티비 시청하고 후기 말해줄게,2년 전
1038,  @user-nt4oe3dq4d,"대남핵타격, 북한이 신형 전술핵미사일 실험에 성공",7개월 전
1039,  @ssangnomski2932,저 여자 한국여자아닌듯,10개월 전
1040,  @user-pm5pi8cm5h,매번놀람,9개월 전
1041,  @user-ci5sd8dl4x,기사는 왜 못나온거임?,3년 전
1042,  @user-uu4xi2tz5u,우리시민들이 자당보단 났네요   자당은 불난집에 석유붙고있는데,3년 전
1043,  @sunyounglee3430,멀쩡하게 서있는 남자들 뭔데?? 참 못났다 쯧쯧,3년 전
1044,  @rajmishrasir6288,헬창들도 사과티비보면 근육 다빠진다며 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사실임?,2년 전
1045,  @user-rf9wd7mz1z,남자놈들은 밖에서 구경만 하고있네,3년 전
1046,  @user-wz2ey1et2p,이거 왜 이제뜨냐,2년 전
1047,  @user-pz5cl6ln8z,저 여성분진짜대단하네요! 사회악 오또케여경이랑은 완전다르네요ㅎ,3년 전
1048,  @qnlsla,화물차가 또.... ㅉㅉ,3개월 전
1049,  @user-ts5mj3uu6u,진짜 울나라 간호사분들 연봉 1억씩은 돼야함 . 국회 검판사 놈들 월급 절반 줄여서,1년 전
1050,  @user-ww8rt7ep3i,렌트카기사분.여성분 정치한번해보세요 국회로~,2년 전
1051,  @user-kv2uz9gq1s,ㅋ,3년 전
1052,  @user-hd5jk9pq5w,오버하지들마라,3년 전
1053,  @user-my3yh7ev5c,양아치 렉카차 때문에 사고가 나서 친절한 렉카차 분이 끌고간다는게학계의 정설,3년 전
1054,  @eyeworld3006,사과티비 보면 두루마리 휴지1개 금방이라고 하던데ㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
1055,  @user-om2pc5zm3e,와 ㄹㅇ용감한 시민이다 남자색희덜 머함?,3년 전
1056,  @user-wp7hk2yq3b,ㅋ,2년 전
1057,  @user-iw5hg7xh3j,제가 영상에 나온 간호사입니다 ㅎㅎ,2년 전
1058,  @user-fb4ui4gz9q,미래의 내 부인이 될 여자,3년 전
1059,  @user-zj6xl5yn9u,데안는방송하먼머하노,2주 전
1060,  @user-jm2zl1ut7x,신상공개 해야 한다~~~~,2년 전
1061,  @fbskimochi8688,사과티비가 대체 뭔데 이렇게 난리임? 재밌는거임?,2년 전
1062,  @user-hc1xx4rr9b,한국여자아닐거다 다시조사해봐 교포일지도 한국련들은 저런짓안해,3년 전
1063,  @user-hn6bw9zy3k,이 영상 찍은사람 안에 들어가서 안도와주고 뭐하냐 카메라 꺼내서 찍을때냐,2년 전
1064,  @user-fk1tf2ve1d,보통 여자들은   오토케 오토케 거리면서 암것도 못하는데도 저 간호사분은 진짜 내가봐도 멋져보인다,3년 전
1065,  @a01098824307,렉카 기사도 안에 들어갔어?그렇타 쳐도 저 아가씨 존경존경몸매도 이쁘내,3년 전
1066,  @user-mn4sj5ii2f,내가아는 사과티비가 구글스토어에 있는 그 사과티비인가?,2년 전
1067,  @user-mz2fq1wc7l,저 여자분 수배 검거해서 포상해야 된다.,3년 전
1068,  @user-zj6xl5yn9u,방송국 문열지마,2주 전
1069,  @user-le4iq7pn5f,.,2년 전
1070,  @user-iv8ty9hr7p,.,3년 전
1071,  @user-og4bt8fv5r,.,2년 전
1072,  @user-rq4hv5pr4f,퓨어 메딕,3년 전(수정됨)
1073,  @user-kr1su1jb3k,오,1년 전
1074,  @user-zj6xl5yn9u,까는소리많이하고있네,2주 전
1075,  @djsanjusmiley620,사과티비 볼려면 성인인증 해야하나요?,2년 전
1076,  @user-ub6jy8zl3d,옷만보면 둥둥한 남자라고 생각해는대 다 보니 여성 ㄷㄷ,3년 전
1077,  @davidpyo6327,완전촛불 이재명지지자 시민임에100% 건다요걸집단지성이라고 이재명 이 폭로했잔아!,9개월 전
1078,  @user-jp6yl2il9v,감상 ㄱㄱ,3년 전
1079,  @user-uf1jy1nm4f,ㅇ,3년 전
1080,  @qkrdyddn12311,남자도 못할걸  여성분이하셨다대단하십니다,2년 전
1081,  @user-um8vx5rp2x,남자들 그냥 손놓고 구경하고있네ㅋㅋ,3년 전
1082,  @biohajad2,남자놈들 구경만 하구있노 ㅡㅡㅋ,2년 전
1083,  @user-gg5tn6cr9r,scp 5999 protocol zk-001-alpha,2년 전
1084,  @user-ke5wk1og6t,ㅇ,1년 전
1085,  @user-cv6im1ir7r,밖에서 구경하는 남자들은 뭐냐? 안 도와줄거면 갈길이나 가라,1년 전
1086,  @user-ex8sw9tr6y,1,2년 전
1087,  @user-zj6xl5yn9u,방송하지마라,2주 전
1088,  @user-hky1004,허경영,3개월 전
1089,  @user-bc6pw2xp4f,김혜숙,2년 전
1090,  @user-mm4xu6zl8k,2,2년 전
1091,  @say1456y,ㅅ,1년 전
1092,  @91maga,"난 이 영상보며 저 여성도 칭찬받아야 되지만 가장 주역은 옆에서 소리치는 남성이었다고보는데 여성만 비중 높게주네 친 페미 YTN. 관중들에게 에이 씨 뭐하고 있어 가서 도우라고 라며 소리쳐주는 사람이 비중이 더 커야된다고 보는데... 실제 저 사람이 저 한마디 하는 순간 우르르 움직임. 총대 매고 이끄는 사람이 왜 중요한지 보여주는 부분...여성분이 칭찬받아야 되는 건 맞는데, 빠른 판단으로 다른 사람 도움 필요할 거 같으면 외쳐야 되는데 저기서 아둥바둥 하며 [응급처치를 했습니다!] 라는 황당한 소리만 나오는 뉴스보면서 페미 문화의 무서움을 느낌. 렉카 운전사가 80% 여성이 20%정도 비율인듯한데 이 영상은 여성이 99%렉카 운전사는 1%정도 비중이네. 최소한 반반은 해주지. 딱 봐도 여성 차에 들어가서 한번 훝고 나온 뒤에 기사가 못나오는 거 보고 도와줄려고 하나 할 수 있는게 없어서 어쩌지 어쩌지 그러고 있는거 뻔히보이는데 편집 이리해버리네... 그 정신은 멋지지만 솔직히 도움된건 적음.",3개월 전(수정됨)
1093,  @user-qv6ol5rr8s,b,8개월 전
1094,  @user-mh8ww5bz6h,대단하다.직업윤리의식이라는게  기적을 만들어내는군요.일반 여성이 저렇게 과감하게 행동하겠나요.여경들도 어똑하지 오똑하지할텐데여간호사가 생명을 살려야한다는 일념외는 없었을듯.기립박수를 보냅니다.,1년 전
1095,  @5dduluullyy793,H,3년 전
1096,  @user-df6bt3pg1m,0,1년 전
1097,  @user-pc1xi3iv5t,간호사님 몸매가 좋군요.,2년 전
1098,  @user-cp6yc4mp2v,근데 진짜같은데도 개구라같애  믿음이안간다구라를 너무많이 치는방송이라 ㅋㅋ,3년 전
1099,  @user-wh1iv9wq4b,여자라고 간호사만 칭찬하네.렉카아니었으면 기사님 바로 사망이었는데 렉카운전자분은 어디에두고 간호사만 칭찬하는지.위급상황에 원빈이 사람구하고 수지는 옆에서 발동동구르며 지켜만보고있는 상황에서 수지 칭찬하겠네.,2년 전
1100,  @user-kp2lq1pb2u,예수님을 믿지 않는 게 왜 죄냐고요?그를 믿는 자는 심판을 받지 아니하는 것이요 믿지 아니하는 자는 하나님의 독생자의 이름을 믿지 아니하므로 벌써 심판을 받은 것이니라 19 그 정죄는 이것이니 곧 빛이 세상에 왔으되 사람들이 자기 행위가 악하므로 빛보다 어두움을 더 사랑한 것이니라 요한복음 3장 18절 ~19절지옥은 실제로 존재합니다누구든지 생명책에 기록되지 못한 자는 불못에 던져지더라 요한계시록20장15절하나님이 세상을 이처럼 사랑하사 독생자를 주셨으니이는 저를 믿는 자마다 멸망치 않고 영생을 얻게 하려 하심이라  - 요한복음 3:16자기 아들을 아끼지 아니하시고 우리 모든 사람을 위하여 내주신 이가 어찌 그 아들과 함께 모든 것을 우리에게 주시지 아니하겠느냐 -로마서 8장 32절예수님을 내어주실 만큼 우리를 사랑하신그리고 지금도 우리를 사랑하고 계시는너무나도 큰 하나님의 사랑을 거부하시겠습니까?로마서 5장 8절 우리가 아직 죄인 되었을 때에 그리스도께서 우리를 위하여 죽으심으로 하나님께서 우리에 대한 자기의 사랑을 확증하셨느니라이미 하나님의 사랑은 확증 되었습니다.그러니 우리는 사랑으로 이뤄주신 구원을 받기만 하면 됩니다!히브리서 9:27 한번 죽는 것은 사람에게 정해진 것이요 그 후에는 심판이 있으리니우리는 결코 심판을 피할 수 없습니다.로마서 4장 25절 예수는 우리가 범죄 한 것 때문에 내줌이 되고 또한 우리를 의롭다 하시기 위하여 살아나셨느니라하나님의 사랑과 은혜는그 무엇과도 비교할 수 없습니다.히브리서 13장  지으신 것이 하나도 그 앞에 나타나지 않음이 없고 우리의 결산을 받으실 이의 눈앞에 만물이 벌거벗은 것 같이 드러나느니라우리의 모든 것은 하나님께 드러나게 되어있습니다.사도행전 16장 31절 이르되 주 예수를 믿으라 그리하면 너와 네 집이 구원을 받으리라 하고우리의 구주이신 예수님을 끝까지 믿지 않겠습니까?예수님은 우리의 길이고 진리며 생명이십니다.하나님 께선지옥을 갈 수밖에 없었던 우리에게값없이 한없는 은혜와 사랑을 베풀어주셨습니다.하나님께서 우리에게 주신 생명의 밧줄을놓치지 말고 꼭 잡았으면 좋겠습니다-,3개월 전
1101,  @user-yl7dk5fx3o,쇼하고있네,3년 전
1102,  @user-gi7fd8hq6f,초등학교2학년 김성태입니다렉카님과 간호사님분이 결혼해서 행복하게 지냈으면 좋겠어요,2년 전
1103,  @user-ew4nf5fz9x,"저런게 걸스캔두 애니띵이지... 저런여자가 해야 할말인 거지 ""너희""가 아니라",3년 전
