,아이디,댓글 내용,댓글 시간
393,  @THE-KINGDOMS,저거 버린사람 잡으면 종신형이나 사형 시켜야함,2년 전
394,  @koenigsegg9886,저기 저수지 어떤영화에서 나왔던거같은데..,2년 전
395,  @user-og6ik9jq7q,다른곳으로 옮겼다가다시 채우면안되나..  아깝네,1년 전(수정됨)
396,  @1ieg726,그래도 몇마리 더잡자고 싹 물빼고 고생들 하셨네,1년 전
397,  @judykim1840,이빨 장난 아니다~ 물리면 끝장이겠구나,1년 전
398,  @andyk9475,저거 풀어놓은 놈 빨개벗겨서 피라냐10만마리 있는 저수지에 뿌려뿔라!!! 이게 방생이냐?,2년 전
399,  @sch2981,한국법은 너무 처벌이 가벼워  사기쳐서 수백원 챙겨도  추징금 몇푼내고 징역 몇년 살면  나중에  노후 보장,1년 전
400,  @perthSam,겨울되면 다 알아서 되지지 안았을까? 저수지물 너무 아깝네 이런 가뭄에...,5개월 전
401,  @user-eq4js8dj4d,모든문제가다법때문에나라가이모양가해자는보호를받으니,2년 전
402,  @jjojo3865,"~""어떤 미친늠이 이련 ""피라니아, 들려 온거야,,,잡어서. ""피라니아 밥으로 던져 주고 ㅅ싶을 정도다..",2년 전
403,  @krista3494,CCTV 설치해야할듯 저거 필리핀 살 때 엄청 많았는데 이빨 너무 무시무시함,2년 전
404,  @user-ey4mm1wc1d,잘하셨습니다,5개월 전
405,  @bscheong4846,열대어종인데 겨울되면 죽지않음?,5개월 전
406,  @user-fb5oz3gc5m,어떤놈이   저렇게  몰상식한짓을...,2년 전
407,  @user-ko5eh7tj2x,알고리즘 뭐야? 갑자기 떠서 봤는데 최근뉴스가 아니라 6년전뉴스였네 ㄷㄷㄷ,1년 전
408,  @ranlee8282,피라니아는  겨울에도 살아남을수있나요   그러면   큰일이니까요  혹시 한마리라도 빠져나갔으면,5개월 전
409,  @hancary7046,역시 행정부재...퍼트린 인간이 누군지 꼭찾아라!!!,6개월 전(수정됨)
410,  @user-nk7bi3vv6v,외국에서  외래종  생물  구입할수없도록 해야한다,2년 전
411,  @user-hh3bw9ir9u,아니 저거 사람도 공격하는데 제재 대상이 아니라고? 머냐 대체,5개월 전
412,  @user-fl5sl1yd1r,벌써 4년전일이네,2년 전
413,  @user-pr7xm1vi6q,아니 5년전 피라냐 소탕사건이 왜 내 알고리즘으로 뜬거임?????,1년 전
414,  @user-gt6pt8vu1s,"지금은 모르겠는데 11,12년쯤 마트 수족관코너에서 피라냐파는거 본적있음",2년 전
415,  @user-ti4qm7bw3l,부패판검언 들도 저렇게 하면 없앨수 있다,6개월 전
416,  @user-zu9ce6nb6s,치아가 가지런한게 이뿌네,10개월 전
417,  @adonis5172,이런거 어짜피 인터넷으로 구매하지않낭? 근처 구매자가 있다면 찾아서 아프리카에 방생해줘야 할거같아요...,5개월 전
418,  @user-he6gw4fp8h,누가 이래 괴아리를 지기 놯노,1년 전
419,  @enbony5820,피라냐가 몸에 좋다고 한번 소문 내주면 절멸할텐데...크흠..,1년 전
420,  @user-mv5rq6mm5o,알이 있기 때문에  또 생산이 됨니다,8개월 전
421,  @user-xf4oo7nj1s,야 누가 방류햇냐 이거 살인 미수 아니냐 빨리 자수해라 경찰들 놀지말고 cctv 분석하고범인 자수해라,1년 전
422,  @user-wc6ev7ef8x,네~ 잘 봤습니다~,1년 전
423,  @reka7835,아저씨 투망 잘 던지시네,1개월 전
424,  @user-gc5lz5dk4l,저수지 물빼면 사람시체도 있다는데  사실일까요,1년 전
425,  @gush5627,수입한사람 대상으로 조사하면되겠네...,6개월 전
426,  @TheSt1025,방사한 사람 꼭 잡아 중형에 처해야 한다. 관련자들 뭐하시노,5개월 전
427,  @user-zt3zc3eq8d,저기로 버린놈 잡아다 피라냐한테 물리게 만들어 버립시다 ~~~,1년 전
428,  @user-we5ir5ii2s,뭐지 나에게 피라니야를 보여주는 유튜브?!,1년 전
429,  @user-ir4bj4tj3t,"솔직히 외래종 유입은 세계화 과정에서 발생할수밖에 없는 일이라고 생각함. 선박에 딸려오는일도 많고 물품자체에 딸려오는 일도 허다함. 이와중에 국민성탓, 나라탓하는 사람들은 참 한심한 사람들임..  모두가 인간이 정의하는 선의 기준에 부합하게 사는것은 사실상 불가능하기때문에.",2년 전
430,  @user-yj7jx6xd1z,처벌이 안되면 패야지,10개월 전
431,  @user-fj5pf6oi6c,배스를 보고 당했으면 애완용 이건 식용이건엄격하게 수입품목을 관리 했으면 좋겠네요온천지가 외래종으로  몸살을 앓고있는데 관계법령이 너무허술한게 아닌가요 이러다 토종들 씨가 마르게생겼네요,5개월 전
432,  @user-yx1qf7bo6f,저 영상에 나온 올챙이 황소개구리 올챙이임? 대박,2년 전
433,  @user-lt9vk9xg7l,세상에 자칫 했으면 댜한민국 강에 피라냐 서식지 되었을 뻔..,5개월 전
434,  @kalmarion2461,피라니아 이빨 날카롭게 보인다.,1년 전
435,  @user-vx5ez6sb7p,아 5년전은 못참지..ㅋㅋ,1년 전
436,  @user-dd8kl1zf6f,수입어종에 코드 박아서 주인 신상정보 등록해라,2년 전
437,  @user-rn6pv5rd4z,생각안하고 방생한놈들 때문에 농사가 망했으니 참 ....,2년 전
438,  @ksb6221,어떤 ㄴ이 갖다 넣은거야? 가믐때 저렇게 많은 농수용 저수지에 물을 한창 물이 그리울때 쓰지도 못하고 그냥 빼다 버리는 농사꾼들 마음에 피눈물이 흐른다..,1년 전
439,  @nathan.p,존나 사이다네,1년 전
440,  @shgnscjf,저렇게 생태계가 형성될 정도면 한두마리 방사한거 아니고 장난으로 한것도 아닌데. 그러면 낚시꾼이 피라냐 손맛 좀 느끼겠다고 방사한 것 밖에 없을듯,5개월 전
441,  @user-jc8xo4nh7u,제2에 피라니아는 되지말자,5개월 전(수정됨)
442,  @cipher533,자수해서 광명찾자.,1년 전
443,  @user-xo1wv4es1t,와 무슨 사람 이와 잇몸 같네,1년 전
444,  @user-vy8zh6to6p,피라냐 는 식인 물고기라고하네요.,5개월 전
445,  @user-to5rk4md3g,하지만 지금도 법은 안바뀌지 않았나요?,1년 전
446,  @user-gs6mx3oj8z,왜저수지에 상어도 풀어놓지,1년 전
447,  @jaysunoasterixavalosmeza9976,Pirañas??? En Corea ??? .como llegarón tan lejos ???,2년 전
448,  @user-nl3rm7fp7q,요즘 자꾸 알고리즘이 물고기영상을 많이 보여주네..;;,2년 전(수정됨)
449,  @user-co8ug6ly2x,피라니아 인체 공격 안한다던데`?,5개월 전
450,  @user-cx5wi4vc5h,저런걸 방사한 사람 싸이코패스 인증이네,1년 전
451,  @user-zr7ir1ji5o,가물치가 피라냐 잡아 먹는다는데.. 가물치를 풀어놓지 그랬어..,1년 전
452,  @user-bg4fl1ey7o,우와  우리 한국에서 피라냐,2년 전
453,  @swear1003,애초에수입하는사람에대한관리가필요할듯하네요,2년 전
454,  @melloway4890,악어 방사한 인간들도  잡아내라,1년 전
455,  @user-bp2dd2ci5t,레토나가 저렇게 바뀌는거예요?,2년 전
456,  @Sx5005,하여간 이나라 법,1년 전
457,  @user-gl3zz5ct8h,와 무슨 물고기이빨이 사람이빨같네,2년 전
458,  @hwp7194,수입을 시키지 맙시다애완동물이라는 이름으로 너무 무분별한 수입이 이루어지고 있다이런일은 계속 터질일똑바로 하는 인간이 100%는 아니니까,1년 전
459,  @user-xj4or1ye4j,가믐으로 물 한방울 아까운 이 때는 아니지 않나?,1년 전
460,  @user-di9zw9fv4m,우와 이빨 무섭다 ㅜㅜ  누구냐 버린놈,1년 전(수정됨)
461,  @user-eu4qk6uo2x,댓글 쓰려고 봤더니 15년도 뉴스네;;;,1년 전
462,  @user-bl4sk6qk7n,저수지 물빼는데는 노약자나 어린애들은 대동하지 마세요. 가끔 시체가 나오기도 합니다.,1년 전
463,  @soul8385,국내에선 풀어놔 봐야 먹을게 없어서 생존이 힘들지 않나? 한국에 악어가 사는 것도 아닌데 뭘 먹고 살까?,1년 전
464,  @user-eo6ig6to4e,참 우리나라법 물러터졌다,1년 전
465,  @user-mt9zf6pk3c,아니 키우기 싫으면 죽여야지 저걸 누굴죽이려고 방사하냐 ㅡㅡ,2년 전
466,  @user-sm1sk3ms6y,풀어놓은것들 피라니밥으로보내라~~!!,10개월 전
467,  @user-yg6xz5eu5b,방사할 마음으로 아예 사질 말어!!!!!!!!,5개월 전
468,  @MrManaPoint,알고리즘이 이걸 왜 픽한거지?5년전 뉴스를...,1년 전
469,  @user-qj5qw3ml9m,물고기가 임플란트 한것처럼이빨이 사람이빨모냥이네,1년 전
470,  @user-gk3gc3qf2r,어떤 분일까.. 얼굴 좀 보고 싶다...,5개월 전
471,  @user-ko6lu2cf3y,요즘 외래종 수입하는애들 관리는 제대로 하고 있냐? 사람들이 왜케 무책임해,2년 전
472,  @user-eg9kg4zb3x,저수지마다 cctv설치하자 제발,1년 전
473,  @martin.k.conank7172,저수지에 피라냐 풀어놓고 방사한놈을 저수지에 집어넣는게 좋을 듯...,5개월 전(수정됨)
474,  @user-lw9pf1mh6y,수입해서 유통하는 업자들을 족처야지,5개월 전
475,  @user-id6sf3fn6k,5년전 영상인데 최긴댓 겁나 많넼ㅋㅋㅋ나 말고 다른 사람들도 알고리즘의 축복을 받은듯 ㅋㅋㅋㅋㅋㅋ,1년 전
476,  @sung696,저런 물고기를 방사한 인간들은 처형해서 고기밥으로 줘야..,1년 전
477,  @ayem8907,민사로 손해배상 청구해야지,5개월 전
478,  @user-vu1ue1tf2z,알고리즘 ㅎㄷㄷ,1년 전
479,  @user-wu5is3yf8o,도대체 관련 법이 왜 없는거지?피라니야가 한국 하천에 있는게 왠말이야???,2년 전
480,  @dajoaa2,한국 사람 대단하다저수지 물을 다 빼내다니 근데 저기 물고기 풀어놓은 x끼는 누구야???,11개월 전
481,  @user-cn5gr2pp8v,법이 약해서 그냥 넘어가지,1년 전
482,  @user-ej5ou4uc8e,생각좀 허고 살자 사람들아 제발,5개월 전
483,  @pazto2503,방생? 저 물고기들이 방생되면 무슨일이 벌어질줄 알고 한짓인가?,2년 전
484,  @playgroundhobbies3065,이번엔 한강 빼보자 거긴 괴물을 주노가 풀었다,2년 전
485,  @chesterkoong9960,이거 사람이 새벽에 몰래 풀어놧엇음,1년 전
486,  @user-fp9jn8rh4y,당장 수입막아라,2년 전
487,  @user-vr3fx9zj5c,이건 일부러 누가 같다가 방생한거다,2년 전
488,  @istp_a,아니 6년 전 뉴스가 갑자기 나오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1년 전
489,  @madmon4022,요즘엔 유튜버들이 알아서 잡아먹을듯,2년 전
490,  @chanhoy9310,피라냐 치아 정갈한거보소..,2년 전
491,  @user-pk8od6vc2l,저거  풀어놓은 놈 분쇠기에 갈아서 피라냐 밥으로 뿌려버려,2년 전
492,  @user-kv9jq3qo6s,?????키우는 이유가 뭐지? 귀엽나??????,1년 전
493,  @hotdog254,누가 풀어놓은걸까.. 또 법이 문제.. 지나치게 법의 잣대에 살아가는 현대인들. 보호받고 있다고 생각하나? 피해자가 됐을 때 그렇게 생각할까??의외로 가해자들이 법의 보호를 느낀다고 한다. 가해자들은 힘과 권력이 일반인 보다 강하고 그런 이들중 일부가 법을 만들고 판단을 내란다. 그렇다면 법이란 무엇인가? 많은 사람들이 착각하고 있지만 약자를 위한 것도 정의를 위한 것도 아닌 민중 통제를 위한 수단이다. 국회의원만 봐도 죄를 저질렀어도 같은 국회의원들의 체포동의안 표결이 있어야 한다. 그들은 서로를 보호하는 셈이다,1년 전
494,  @user-eg9es2gh6p,피라냐 방사한 사람을 아마존 강에 방사하자.,5개월 전
495,  @user-rn1gw9vr2f,법도 최악 침묵방관,2년 전
496,  @user-ks1mq2rz9c,방생하는놈 테러일으킨거아니냐추적해서 조져야지,2년 전
497,  @vt3405,"국회의원 300명 X 비서,보좌관,인턴 10명 = 3,000명....인당 연봉,인센티브,복지....몇천억 쓰면서 이런거 방지하거나 처벌하는 법 하나 안맏들고 다들 뭐하냐?? 당파싸움만 계속하고 시간만 흘러 3선,4선....이러면 다냐?? 인간들아 밥값좀 해라...",1년 전
498,  @user-hs8bi4hu2b,왜 저런곳은 cctv가 없지?,2년 전
499,  @sonakbi9509,양심없는 사람으로 인해 막대한 피해 수고를 입었네. 그리 살지 말자.,5개월 전
500,  @user-rd4gk7lz4b,방사한거 못잡을것같고 그냥 해외동물반입금지시키면좋겠는데 4년전영상에댓글달고있는나는 코로나조심해야하고말을어떻게 끝내야하는지몰,2년 전
501,  @ox6593,자꾸 아래턱 내밀어주면서 이빨 보여주는거 왜케 웃기냐,5개월 전
502,  @user-gb4nx7cd1k,열대어종인데..결국  겨울에 죽는거 아님??,1년 전
503,  @eunkatd7783,이야 무섭다,1개월 전
504,  @user-vy2bj1tf1d,5년전은 못참치 요리로 참치 이건 못.참.치,1년 전
505,  @user-ig5bo9wj8m,피라냐는 그냥 영화에서나 봤는데 입이 톱날이네 그냥,5개월 전
506,  @user-dk8xt7tx6m,빌어먹을 자식 외래종을 왜 버리고 난리야,1년 전
507,  @ollekim5116,시체가 나오는거 아닌가 싶었는데..,2년 전
508,  @kankeekie,국회의원들은 도데체 뭐하고 있는지...,9개월 전
509,  @user-bm2he8gf4r,겨울에 얼어 죽지 않나 ?,5개월 전
510,  @wildwildeast8754,어느 모지리 때문에 다들 고생하고 생돈 나가고... 피라니아가 그렇게 맛있고 손맛이 쥑인다.포상금 준다 하면 우리네 난다긴다 하는 꾼들이 바글바글 몰려가서 멸종시켰을듯 ㅎㅎ,2년 전
511,  @user-zc7cp9de5r,법이 없으니 가능하지,1년 전
512,  @user-yj6xc6vl3h,어짜피 겨울되면 다죽는거아닌가요 ?,1년 전
513,  @user-re8hs1ci4w,개만도 못한것들이 많아 그래요~,2년 전
514,  @user-fc6kx1yi7d,저거 풀어 놓은넘 집에 살인범 풀어 놔야함!!!,1년 전
515,  @user-gx1we1bj6r,매운탕 끓여서 드시든지 사료나 퇴비로 쓰세요. 그래야 속이라도 후련하지,2년 전
516,  @user-ll3nm6hm4e,처음부터 수입하지 못하게 막아야지.. 개한민국이란..,1년 전
517,  @user-su2gg5mn4h,레드파쿠는 사람이빨이네..,1년 전
518,  @user-nb4jb9pt3d,정말 미천거 아냐?왜?외래종을 방사하냐!,1년 전
519,  @user-tv7gt6ch2l,코로나보다 차라리 이게 더 낫지...,2년 전
520,  @user-rn4hm9ci9q,5년전으로 돌아가서 테슬라랑 비트코인 주식 사고 싶네 하..,1년 전
521,  @user-xi6uv6is7t,밑으로 방사 안됐다고 장담 못하겠네,1년 전
522,  @Wazzu12358,와~ 정말 저게 답배꽁초 버려서 발생한 산불과 다를게 뭐가 있겠습니까? 본인이 키우다 못 키우겠으면 다른 사람을 찾던지... 아니면 잔인하지만... 죽이던지 했어야지... 죽이기 싫으면 애시당초 구입을 하지 말았어야 했고... 너무한 것 아닌가?? 안그래도 전 세계적으로 가뭄으로 농업 하시는 분들 속이 타 들어가는데... ㅉㅉㅉ,5개월 전
523,  @mjhan2685,신비한 알고리즘,1년 전
524,  @seymouremily6850,목소리 말투까지 김종인이시네 ㄷ,1년 전
525,  @user-hf6qm9up5i,이빨 무섭다 ㄷㄷㄷ,2년 전
526,  @user-co6ze3gq6z,그쪽으로 낚시오는사람  중에 이런 짖거리하는놈 피라니 밥으로 줘야해...,2개월 전
527,  @sukchojun3845,키우고 버리는놈들이 문제지 버린놈을 조져라,5개월 전
528,  @user-oj7hi8dg4v,피라니아가 물고긴데 물리면아파요 소탕해야합니다 물리면 아프겠다  저수지에 피라니아가 있다는 무서워요,2년 전
529,  @user-qt3st8hm1r,물뺄데 나도 저자리있서야하는데 이빨있는 생선 맛나는 음식,5개월 전
530,  @user-jc9eb5zm4r,오호 이 태러도 괜찮겟네,1년 전
531,  @user-ks3gf5iz9i,열대어종이라 겨울이면다죽을고같은데,2년 전
532,  @user-dy9bz8em5y,물고기가 이빨 좀봐요. 무섭... 피라니아 방사 한 사람 잡아서 피라니아 저수지에 던져넣으면 너무 잔인하겠구나... 공포영화 같음. 꺄~ -_-ㅋ,1년 전(수정됨)
533,  @user-eg2lb9wt7u,미친놈들 많다. 여러사람피해주네외래종은 어떻게 들어오나.  못들어오게해야지,1년 전
534,  @kimsy7331,외래종 키우는건 좋은데 저렇게 방생하는 ㅁㅊ애들이 문제니까 키우지 않았으면 한다...,1년 전
535,  @user-hw6ze1xf2x,이미 알을 낳아 곧 하류에도 번식 하겠지.,5개월 전
536,  @user-ty5ev3oh5q,환경청 공무원 남의 일 얘기하듯이...,1년 전
537,  @user-ev8zc7qg3c,몇십년전에 만든 법들 다 페지 하고 다시 법좀 만들지,5개월 전
538,  @user-ro1sm7gt1f,살인마수준아님? 미쳤는데;,2년 전
539,  @user-qd5vl2jp6i,맛있겠다 !,2년 전
540,  @daeyounggoh8250,푼 사람이 검사면 처벌 안돼. 왜? 기소율 1프로 미만이라.,5개월 전
541,  @user-mg3ib6nw8p,저런 놈들 때문에 진심으로 키우는 사람들이 피해봤네,2년 전
542,  @jecheolsokim535,어디 땡중들과 멍청한신도들이 방생한답시고 저런 흉악한외래종을 풀어놓았는지? 잡으면 그비용모두 물어내게해야한다.,5개월 전
543,  @dongheeno345,이게 5년전이야?,2년 전
544,  @machanicsoftexcelant4590,진짜 잘 사는 나라 키우고 싶음 머든 가져와 떠날때 죽이긴 싫어 모르게 던져놓은 거대 악어. 강에 키우는 할머니 생각나네. 소를 끌어다 주는데 ㆍㆍ 왜 자기만 생각할까 ? 왜? 의식주  애완은. 나아졌지만 남을 환경을 베려란 눈꼼만큼도 없는 도시 싸패들,1년 전
545,  @user-xb7wr3cq6d,피라냐 같은 종은 아예 수입을 금지시켜야지,2개월 전
546,  @user-ts3xt8ep4m,갑자기 줌아웃돼서 깜짝ㄱ놀랏네 ㅋㅋㅋㅋㅋㅋ,1년 전
547,  @user-ko7oh7mw1u,저게 문제가 안될거라고 생각하는 지능 가지고 뭔가를 키운다는 행위 자체가 굉장히 주제넘는 짓이다. 진짜 존나게 멍청해서 보는것만으로도 몸에 두드러기가 날거같네,5개월 전
548,  @user-sv8wj1ex4k,학교마치고 집으로 가야되는데심포영업질하고앉았식당도아닌게,2년 전
549,  @user-uq7pf2xk7q,저수지 이런데는  cctv좀 설치하지,1년 전
550,  @user-mz9cm7zw2s,아니 법이 허술하니까 저딴짓 하는거,1년 전
551,  @user-hz4wi4wr2i,이게 왜 갑자기 알고리즘에...?,11개월 전
552,  @user-jg9yh7on2y,뭔 한 겨울에 반팔들을 입고 계시나 했더니 7년 전 여름이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게 왜 지금도 떠 ㅋㅋㅋㅋ,10개월 전
553,  @user-ki5yk1ki1v,국회의원들 머하냐 이런거 규제 법안 발의해라 아오,5개월 전
554,  @user-dj3fk5rm6i,근데 뭐 계속 놔뒀어도 상관 없었는데ㅋㅋㅋㅋㅋ피라냐 겁 많아서 아마존에서도 피라냐로 죽은 사람은 들어본적 없음ㅋㅋ 그리고 생활환경 달라서 죽을거 같은데ㅋㅋㅋ,2년 전
555,  @user-ib3yn4qv3p,그냥 겨울 기다리면 되는거 아녀?,1년 전
556,  @fhanelia,피라냐 맛있대요... 버리지 말고 먹으세요,5개월 전
557,  @user-mk6tj5sw7g,아니 씨벌 도대체 피라냐가 왜 있는거여 도대체,2년 전
558,  @user-fj9wj7cu3t,외래어종 금지해야한다고!!!,1년 전
559,  @jiminhong95,알고리즘으로 모였다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1년 전
560,  @user-vu1ox2qr6u,우마를 방사하면 삼일안에 물 안빼고 가능,2년 전
561,  @ggss9650,가물치 집어넣으면 해결되는데>.<,1년 전
562,  @user-st5xo3jw1z,그냥 집에 변기에 넣고 물내려서 한마리씩 보내면 될껄 왜 저수지에 저딴걸풀어,2년 전
563,  @djh4092,피라냐는 식용 안될라나,5개월 전
564,  @user-pe1tw3vc1j,물리면 손가락 자리겠네... 저런 고기들은 애초부터 수입못하게 해야지.... 그걸 나두다니 한심하네,5개월 전
565,  @eugeniegrandet5376,물 채우면 다시 생긴다.,1년 전
566,  @user-kb3jd3lh2v,피라미아 좀 풀어볼까? 코브라도 좀 풀고 그래야 이 법이 바뀌지 이정도로는 교훈이 안되는데? 법이 바뀌지 않았잖아. 학습이 안되면 어떻게 하면 된다? 대량으로 이곳 저곳에 풀어라. 아이러니 하지만 이 방법뿐... 이렇게 생각하니까 저거 저수지에 방사한 사람이 고맙지 않냐? 난 솔직히 고맙다 못해 존경스러운데 어떤 변화가 생기려면 그에 맞는 이유가 있어야 된다니까. 정부에서 상을 줘도 모자라지. 이 사회의 치명적인 약점을 알려줬잖아.,1년 전(수정됨)
567,  @-pigeontype9558,피라냐 엄청 겁쟁이라서 공격 못 할텐데,5개월 전
568,  @user-ij6uf3xr1j,한번더 하러 가야겠다 ㅋ,2년 전
569,  @inkcjk,국개의원들이 일을 해야 말이지...ㅋ,1년 전
570,  @boogummy,어떤 미친놈이 저기다 풀었데..,5개월 전
571,  @redk213,판매도 불법 판매할거면 일런번호 박아서 팔어라,2년 전
572,  @YTRoui_Roblox,6년전 영상이 제 알고리즘에만 나온건가요..?,1년 전
573,  @user-sr2ub5xk5r,외래어종 수입 금지시키자 차피 관상용이자너,1년 전
574,  @user-gd1ze4ge8j,6년전 뉴스를 왜 띄우는겨ㄷㄷ,7개월 전
575,  @user-vs9um1jk8o,수입금지시켜라 이게뭐냐,1년 전
576,  @user-lg5sk3xi8m,우마형을 보냇어야지.....,2년 전
577,  @user-wi5oo5vu2x,와,2년 전
578,  @kazkaz1773,이런건 왜 수입 허가 해주는거냐 이해가 안되네,1년 전
579,  @user-yr2lk2uo6o,이건 수입 금지시킵시다,1년 전
580,  @realnotinthoughts987,이빨 귀엽다,2년 전
581,  @user-oq4fc3lv6i,환경전과 30범도 잘 묵고 살던대,5개월 전
582,  @user-em6dp2ix7g,피라니아가  매운탕은  맛이 있을거다,1년 전
583,  @user-wn9rm6ed9m,겨울되면 알아서 죽을텐데 개뻘짓이고,1년 전
584,  @user-hf1yz5cy2v,코로나에 비하면 귀엽네,2년 전
585,  @user-gi6lq9dd8w,근대저거 물빼다가 피라냐알까지 떠내려가서 더퍼지는거아니냐,1년 전
586,  @user-kl1fv5jz3b,저기 물고기들은 뭔죄냐,2년 전
587,  @user-yk9ss6km6q,"자동차를 중고라도 싸게 사서 편하게 다니자 라는 생각으로악착같이 돈을 모음. 무작정 일만하다보니 스트레스성 위염이 생겼고, 맨날 위장약을 달고살았음 근데 네이버에 덤홀덤 을 검색한뒤에 위장약 다 갖다버림 위염 사라짐 ㅋㅋ이렇게 쉽게벌수있는걸;;",5개월 전
588,  @user-ci7xl2em9j,못키울꺼 왜 댈꾸와서 농가에 피해를 주냐...이해가 안가네..그냥 니네집 화장실ㅇ에 버려..,5개월 전
589,  @user-yv8xl9rq3p,벌금 삼천만원씩 때려라,2년 전
590,  @user-km8wz8iy3h,뭐지 이 알고리즘은3년 전 영상인ㄷ...,2년 전
591,  @user-py7fl7ox1l,베스 낚시 집 가까이서 하겠다고 저수지에 베스 풀어놓는 인간도 있는데 ㅋㅋㅋㅋ,5개월 전
592,  @yellowdragongun2443,왜종전면금지시키면됨 사람도 외래종금지비켜라,5개월 전
593,  @gukhyeongwang7780,쉬벌 여기가 아마존이구나,2년 전
594,  @user-rn6qe8zk9u,대체 어느 넘이 갖다 버린거야??  양심 없는 넘!!!,5개월 전
595,  @jadenkim4826,그니까 5년전에 있었던 일이죠?,2년 전
596,  @user-ey1sq9jy2t,정력에 좋다고 소문내면 끝난다.,1년 전
597,  @user-ss5mm7yl9o,일부로 버린놈들이 있겠지,7개월 전
598,  @user-lx1je2my7k,이빨이 사람 이빨..,1년 전
599,  @darkdeadwalker7857,중국인들 풀어야지~ 피라냐 생선파티 좋다고 광란의 포획을 할거당!,2년 전
600,  @user-do9vd8kg3s,피라냐는그냥 다죽여주셍,2년 전
601,  @sho7468,이런것은법에적용도안받고 참나,2년 전
602,  @huntersis1655,베스방류하면 벌금임피라냐 방류하면 벌금이 없다니,2년 전
603,  @user-gc3hk8ix7f,ㅁㅊ..............,1년 전
604,  @anglerh5200,갑자기 5년전 영상이 뜨길래 들어와봤다,1년 전
605,  @user-td7pu8jr5k,어떤  개손자가 수입하고  방생(?)했나?생각이 없어  생각이~,5개월 전
606,  @user-qp2co6ve6z,외래종 수입에는 세금 폭탄을 먹여라쓸데없는 법 처만들지말고 이런거 관련법이나만들어라 국개의원들아,2년 전
607,  @user-hw5ir5mz2w,저런거 그냥 산에다가 파 묻으면안되는건가??,1개월 전
608,  @user-nu8ty9ix2b,불법으로 방사한놈들 지들 대가리도 방사 한듯,2년 전
609,  @user-qu7tu4lz4b,즘리고알 실화냐,1년 전
610,  @user-nu9we9zk5t,피라니아 한테는 수달이 직빵인데,1년 전
611,  @user-hs5ki4ko1h,두루미 방사시키면 되지않나..,5개월 전
612,  @skt6234,아니 어차피 겨울되면 다 죽을거 아님..?,4개월 전
613,  @user-jh8fc1zm6g,범인 잡아서 사형에 쳐하자.Cctv다 돌리자,5개월 전
614,  @user-lw5tu9js4e,외래종 수입제안 국가가 책임 입니다 항만 비행기 수입업자 법으로 강력제안 필요,5개월 전
615,  @anlee7073,물을 왜버려 근처 밭에다 뿌리지,2년 전
616,  @user-wz7eu4bf8p,5년 전은 못참쥐~~,1년 전
617,  @rkc705,피라냐만 소탕한게 아닌거같은데,1년 전
618,  @gyeumkim4536,"""뜰거같으니까 와드""",1년 전
619,  @mensa2030,저수지인데...  머 상관없지 않나??..  물빼면 다 죽자나...,1년 전
620,  @user-yr6um6si2n,다른 물고기는 뭔 죄야,1년 전
621,  @user-qu8pc8cx7y,6철이대 나오신 지환 공군병장님 맞으시죠?,5개월 전
622,  @user-xq1qd8lo1n,저거 방사한 쉐끼  잡아서   피라냐 먹잇감으로 던져줘라,1년 전
623,  @user-nc9bd4on4v,오늘 뉴스인줄…..,5개월 전
624,  @user-mw7lq3ks3i,차라리 그냥 죽여 그걸 왜 풀어주는거야? 이해불가,1년 전
625,  @seokjoolee3065,왜 그냐 진짜ㅡㅡ;;,1년 전
626,  @user-fq3sk9ht9o,불법 아니라니깐   피라냐  가서 방생 해야것다 ㅋㅋㅋㅋ,5개월 전
627,  @user-yg7zn1qj9i,그냥 놔둬도 되는데겨울에 죽을텐데,5개월 전
628,  @user-fl4qb6vg1c,애초에 피라냐를 왜 키워ㅋㅋㅋㅋ,2년 전
629,  @user-ic3js9bj2o,피라냐가 그렇게 맛있다고하는데,2년 전
630,  @user-wd6ot1mm3y,레드파쿠 그 그 그 파이어 계란 뜯어먹는  거 아닌가?,2년 전
631,  @user-ee7hp7yo3v,고작 4마리 잡을려고 저수지 물을 다 비워?,1년 전
632,  @anonymousviper2441,하지만 바닥에 알을 낳아놓았다면?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ   헛짓거리 한거지..,5개월 전
633,  @user-jk4mc6pb5v,루어 낚시하는놈들도 마찬가지여 잡아서 족쳐야지 다시 살려주면 어쩌자는거냐,1년 전
634,  @davidking8083,피랴내 고기맛좋다고한다,2년 전
635,  @user-mq8ul5tc1s,항상 뒷북이지 법인잡으면 뭘해벌금.과태료.....끝이지,1년 전
636,  @btsv7574,피라냐만 불쌍하지 ㅋ 피라냐 키우던 사람이 방생만 안했어도잘 살았을텐데,2년 전
637,  @user-wi8gc8hk5h,수달은 과연 .......,2년 전
638,  @user-wv5yu4fq2x,방사한게어떤놈인지잡아서그물고기속에묶어집어넣어라,10개월 전
639,  @user-ck1mq8pb6e,당근에 무료분양 하면 서호 가져가려고 난리일건데 왜이러냐,5개월 전(수정됨)
