,아이디,댓글 내용,댓글 시간
872,  @ghmmd8559,이게 왜 지금?,1년 전
873,  @user-vx4tc7cg3z,전런 어류 공항검색애 안걸렸나 알고눈감어 줬나,5개월 전
874,  @user-iv1mg3tt1e,뭔저수지가 붕어한마리가 안보이냐?? ㅋ이미 피라냐가 다잡아쳐먹은거라는거여?어이없는저수지네,2년 전
875,  @user-jy8ex1eh4s,이게 왜 지금ㅋㅋ,1년 전
876,  @user-ym2ok7ky4h,피라냐랑 키스해봐야 정신차리제,1년 전
877,  @user-gh8nb6wu5g,음..난 뜨뜨 탑 칼리 보고 있었는데 추천영상에 이게 뜨네..,1년 전
878,  @user-hm8wb6fx5u,국회원들 님들 뭐하냐?,5개월 전
879,  @user-wg4bv9nc2v,이빨봐....아휴,1년 전
880,  @huidongslife295,으이그~~~~~!!!,2년 전
881,  @user-ts9np7bi6l,가물치풀어,5개월 전
882,  @user-ub1ju4rn4n,방생한 ㄴ들뜨끔하겠지,2년 전
883,  @user-et3uu8ev5s,저게 바다로 흘러 갔으면...ㄷㄷ,2년 전
884,  @user-ow8ig9kx1q,지환기자? 오지환?,1년 전
885,  @user-hh7nu7je2r,이빨이 사람 이같얘,2년 전
886,  @aba7205,헌터퐝 영상 보고 온 사람@,2년 전
887,  @user-qo7xo4fh8e,"어짜피 겨울되면 저수지 얼게 뻔하고, 열대성 어종인 피라냐들 다 얼어죽을텐데 뭐하러 저런짓을하지???",2년 전
888,  @user-xx5nt6fc7w,턱형 피라냐 생각 나누,2년 전
889,  @user-dm4zq8uo9j,법 ㅅㅂ,5개월 전
890,  @user-uu3sg1xn5e,어떤놈이 풀었네 에효,2년 전
891,  @user-of8vk1po5y,그냥 죽이지식인물고기를 방생?,1년 전
892,  @user-iw5vp9zx7p,돼지한마리 담구면 싹잡힐거같은데,5개월 전
893,  @user-jj3pj7ho8q,인터넷 유튜브 들어가면 정법강의라고 있어요 점검 좀해주세요 정법강의 인연법 정법강의 가족 정법강의 갑을관계 먼저 들어보세요 선물 입니다 ♡,2년 전
894,  @kely1482,피라냐는 사람 공격 안한다. 구라영화 보고 아가리 털지마^^,1년 전
895,  @tybe846,저러면서 싸이 흠뻑쇼를 욕해?,5개월 전
896,  @user-op9dh6nu4k,알고리즘 뭐임??,1년 전
897,  @user-ej2fl1nf4o,"""유튜브 알고리즘에 온걸 환영한다""근데 알고리즘이 순서라는 건데 왜 유튜브 알고리즘이라함? 영상 순서를 말하는거임? 이해안됨",1년 전
898,  @user-su5gl8pw4p,누가 수입시켰냐,5개월 전
899,  @user-cn4le9iy8z,이런 가뭄 사태에 ;;;저수지 물을 다 빼냐 ..미친거 아냐??,5개월 전
900,  @user-rl7sz2wi6c,꼭 트롤하는새기가 있어,2년 전
901,  @user-ei7fz6zd2f,미친짓,2년 전
902,  @user-hr7ko9zo9o,들여오지마라그냥,1년 전
903,  @user-vo6ie5me8j,6년전 나오지마라,1년 전
904,  @user-cg7kp3cj3r,정상이아니야~물부족으로 농사짓기도힘든 이시기에저수된 물까지  빼내버리면서 피라냔지 뭔지  소탕해야하나?시기가 꼭  이때여아하냐고??,5개월 전
905,  @lucadelaloma7767,진짜 니가 왜거기서나와?ㅋ,1년 전
906,  @artpark5818,이런걸 왜 수입 허가 해 주는가? 🇰🇷,7개월 전(수정됨)
907,  @user-it6iy4vs4v,이게 갑자기 왜뜨지,1년 전
908,  @chottadawoodiofficial9473,온라인 홀 덤 은  덤^홀^덤 미만 잡 아니냐 여기 못따라감 다해봤는데,5개월 전
909,  @daesungyoo920,크 이빨 봐라,1년 전
910,  @user-rg1ec5dx4h,ㅎㅎ,5개월 전
911,  @user-eh3op9uc2e,ㅎㅎ,5개월 전
912,  @user-qd9ir7es9r,찬물 끼얹는것 같지만 피라냐는 영화처럼 실제로 식인을 하는 물고기는 아니라고 합니다.. 진작 밝혀진걸로 알고있어요.,1년 전
913,  @ii6752,왜 알고리즘?,1년 전
914,  @yt-5817,실례지만볼사람은마음단단히먹으세요어떤피라냐는남성고환도먹는데요,2년 전
915,  @user-of4ln9tb8l,레드빡큐,1년 전
916,  @user-bm4uj8vs8b,피라니아가 퍼졌으면 인간들이 계곡에 안가서 자연이 깨끗해졌을텐데 까비,2년 전
917,  @user-lt4kl9ty9x,피라니아알은???1)앞으로방생끝2)바다고강이고낙시끝3)바다나강가에서제발음식해드시지마시길온통쓰레기,2년 전(수정됨)
918,  @user-ro4bm1zk6k,유투버지,2년 전
919,  @user-sv8wj1ex4k,상습범 범죄자예요사회에  악영향 미치는여자  범죄자예요,2년 전
920,  @changwanha,1:17 후~하,1년 전
921,  @user-wl4yt6le5d,외래종 을싫어하면입국자체를막으  면되지 머마음대로입국허락하고나중에쓰잘떼기없는말이 그리도많냐그것도방송에세,2년 전
922,  @user-px2ix5xq1y,알고리즘아..난 분명 신천지 영상 보고있었는데..왜..이런걸,2년 전
923,  @user-sv8wj1ex4k,성범죄자 있어요.여기여수송죽아파트 김효정,2년 전
924,  @user-zg2zk4pg1r,갑자기 이게 왜 뜨냐?,1년 전
925,  @user-wv3kt6gm6y,사과티비 보면 두루마리 휴지1개 금방이라고 하던데ㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
926,  @pariandprinceshow54,헬창들도 사과티비보면 근육 다빠진다며 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사실임?,2년 전
927,  @user-kx2no7zi8y,왜 이리 삭막해지노?,1년 전(수정됨)
928,  @Doongx2,오잉?,1년 전
929,  @renat.1341,물 다뺏을때 사람시체나 해골 많이 나왔겠지?,2년 전
930,  @user-tz4ot4zu6x,이빨 ㅗㅜㅑ,1년 전
931,  @shinmin9695,대구가 대구했다..,2년 전
932,  @user-ke8pg6cy9q,수입금지시키면되는거네,2년 전
933,  @user-bw9oz1vr7y,와이라노 갑자기 이게왜뜨누,1년 전
934,  @user-dj3py3nz8s,근데뭐 어짜피 겨울되면 다죽을것들이라 ㅋㅋ,1년 전
935,  @user-ck9gw1vl7c,ㅡㅡ,2년 전
936,  @shija05,법,1년 전
937,  @snowhuntergaming3064,사과티비 볼려면 성인인증 해야하나요?,2년 전
938,  @user-be1hz5bt1u,나이지긋한 성인이 이런일은 안하고 그렇다고 정신병자가 이런물고기를 갇고 있을리는 없고 틀림없이 나이어린 청소년 애들이 호기심에 재미삼아 그랬을겁니다 이런애들이 지내끼리 동거생활 하면서 귀엽다고 충동적으로 개도 키웠다가 생활이 어려워서 버리고 헤여지면서 버리고 임신해서 신생아도 버리는 애들이 대부분이니까,2년 전
939,  @user-vd2pq1vs2c,피라냐구이 ㅎㅇ,1년 전
940,  @user-ve1ii5sk8t,방생,2년 전
941,  @user-qs4xu7xu2v,사람들이 다잘못아는게 피라냐 개쫄보에다가 겁도많아서  사람못죽여요ㅠㅠ 식인물고기는 무슨소린지 영화랑 실제는달라요 못믿겟으면  푸른상어님 영상 참고하시고요,2년 전
942,  @izharulhaque5834,아가들아 형이 직접 사과티비 시청하고 후기 말해줄게,2년 전
943,  @user-rg9vg3zx8w,으,6개월 전
944,  @user-oo5hy4sy3b,ㅇㅇ,2년 전
945,  @mikeabellana7914,사과티비가 대체 뭔데 이렇게 난리임? 재밌는거임?,2년 전
946,  @user-rg9vg3zx8w,?,11개월 전
947,  @jsy6908,어떤새키야?,1년 전
948,  @alt77,",,,?",1년 전
949,  @kelvincho86,Cctv and security fencing,1년 전
950,  @johnstone9212,토종이 뭐 왜래종 보다 나은게 있냐?,1년 전
951,  @itsdevil1897,Op,1년 전
952,  @user-wu2oh3lm3p,ㅇ,1개월 전
953,  @user-qb5eo7rb3t,이런것도 세금낭비 아닌가? 사람이 죽는것도 아니고?,2년 전
954,  @user-qb4fn7jl5j,이딴게 뉴스,1년 전
955,  @ltseunyoung619,$,5개월 전
956,  @awesomehsh4873,보,1년 전
957,  @user-rq4um8yc6m,피라냐가 이겨요 메갈로돈이 이겨요?,2년 전
958,  @user-qn1ip2td3k,ㄴㅈ,1년 전
